tinh,huyen,xa,m9c8,m9c9a,m9c9b,m9c9c,m9c10,m9c11
407,05,27,1,2,0.0,,1.0,12.0
407,05,27,3,2,0.0,,1.0,12.0
407,05,27,8,0,,,1.0,
407,07,09,1,1,2.0,6.0,1.0,0.0
407,07,09,6,2,7.0,0.0,2.0,0.0
407,07,09,8,7,6.0,0.0,,
407,07,15,1,1,2.0,0.0,1.0,0.5
407,07,15,8,1,2.0,0.0,1.0,
407,07,19,1,1,2.0,6.0,1.0,7.5
407,07,19,8,7,2.0,0.0,2.0,
407,07,25,1,1,2.0,3.0,1.0,3.0
407,07,25,2,2,8.0,0.0,2.0,3.0
407,07,25,3,1,2.0,3.0,2.0,0.5
407,07,25,4,1,0.0,,1.0,0.0
407,07,25,8,7,0.0,,,
407,07,33,1,1,2.0,6.0,1.0,7.0
407,07,33,8,6,7.0,0.0,,
407,07,49,1,1,2.0,5.0,1.0,10.0
407,07,49,6,4,6.0,7.0,,0.0
407,07,49,8,4,6.0,0.0,,
407,07,51,1,1,2.0,5.0,1.0,6.0
407,07,51,8,3,2.0,7.0,2.0,
407,07,57,1,1,6.0,0.0,1.0,3.0
407,07,57,6,1,8.0,0.0,9.0,0.0
407,07,57,8,3,8.0,0.0,,
407,07,61,1,2,0.0,,1.0,3.0
407,09,09,1,2,1.0,3.0,1.0,20.0
407,09,09,5,2,1.0,3.0,2.0,0.1
407,09,09,6,6,8.0,2.0,1.0,45.0
407,09,09,7,2,8.0,1.0,1.0,45.0
407,09,09,8,8,3.0,2.0,2.0,
407,09,15,3,1,2.0,3.0,1.0,35.0
407,09,15,4,2,1.0,5.0,1.0,35.0
407,09,15,6,2,4.0,3.0,1.0,35.0
407,09,15,7,2,8.0,6.0,1.0,45.0
407,09,15,8,3,4.0,1.0,1.0,
407,09,21,1,1,2.0,3.0,1.0,0.5
407,09,21,3,1,3.0,2.0,2.0,7.0
407,09,21,4,2,1.0,6.0,1.0,15.0
407,09,21,6,3,5.0,8.0,,40.0
407,09,21,7,2,8.0,5.0,1.0,40.0
407,09,21,8,3,8.0,6.0,,
407,09,29,1,1,5.0,6.0,1.0,4.0
407,09,29,3,1,5.0,6.0,1.0,4.0
407,09,29,4,1,5.0,6.0,1.0,4.0
407,09,29,6,1,5.0,6.0,1.0,4.0
407,09,29,8,1,5.0,6.0,1.0,
407,09,39,1,1,2.0,8.0,1.0,8.0
407,09,39,3,2,1.0,8.0,1.0,0.7
407,09,39,4,2,1.0,0.0,1.0,25.0
407,09,39,6,2,3.0,8.0,2.0,8.0
407,09,39,7,2,8.0,3.0,2.0,8.0
407,09,39,8,3,1.0,2.0,1.0,
407,09,45,1,1,2.0,4.0,2.0,9.0
407,09,45,3,2,1.0,3.0,2.0,10.0
407,09,45,4,1,2.0,4.0,2.0,9.0
407,09,45,6,1,3.0,2.0,2.0,0.5
407,09,45,7,1,3.0,2.0,2.0,0.5
407,09,45,8,2,3.0,8.0,2.0,
407,09,51,1,2,3.0,4.0,1.0,5.0
407,09,51,3,1,2.0,3.0,1.0,9.0
407,09,51,4,2,1.0,8.0,1.0,5.0
407,09,51,6,8,2.0,3.0,1.0,1.0
407,09,51,7,2,8.0,1.0,1.0,1.0
407,09,51,8,3,4.0,8.0,,
407,09,57,1,2,4.0,1.0,9.0,3.0
407,09,57,3,1,2.0,8.0,1.0,0.1
407,09,57,4,1,2.0,6.0,1.0,9.0
407,09,57,6,8,3.0,2.0,9.0,-1.0
407,09,57,8,8,3.0,2.0,9.0,
407,11,07,1,1,2.0,3.0,1.0,2.0
407,11,11,1,1,6.0,0.0,1.0,17.0
407,11,11,3,1,3.0,0.0,2.0,4.0
407,11,11,4,1,6.0,0.0,1.0,12.0
407,11,11,8,3,7.0,0.0,,
407,11,17,1,1,6.0,0.0,1.0,15.0
407,11,17,3,1,3.0,0.0,2.0,2.0
407,11,17,8,4,7.0,0.0,,
407,11,21,1,5,3.0,0.0,,2.0
407,13,05,6,8,2.0,3.0,1.0,6.0
407,13,05,7,8,2.0,3.0,1.0,16.0
407,13,05,9,1,3.0,0.0,1.0,
407,13,13,1,1,2.0,3.0,1.0,5.0
407,13,13,3,1,2.0,3.0,1.0,5.0
407,13,13,4,1,2.0,8.0,1.0,1.0
407,13,13,6,3,1.0,6.0,1.0,1.0
407,13,13,7,2,8.0,9.0,1.0,4.0
407,13,13,8,1,3.0,7.0,1.0,
407,13,21,1,1,5.0,3.0,1.0,3.5
407,13,21,6,1,2.0,6.0,2.0,0.8
407,13,21,7,2,8.0,4.0,2.0,0.8
407,13,21,8,3,5.0,8.0,,
407,13,21,9,5,3.0,2.0,2.0,
407,13,27,1,1,3.0,5.0,1.0,1.0
407,13,27,9,1,2.0,5.0,1.0,
407,13,33,1,1,2.0,3.0,1.0,7.0
407,13,33,3,2,1.0,3.0,1.0,7.0
407,13,33,4,1,2.0,8.0,1.0,7.0
407,13,33,6,1,3.0,4.0,1.0,7.0
407,13,33,8,1,3.0,4.0,1.0,
407,13,39,1,1,3.0,5.0,1.0,10.0
407,13,39,6,2,5.0,0.0,9.0,2.0
407,13,39,9,2,1.0,5.0,1.0,
407,13,49,1,1,2.0,3.0,1.0,13.0
407,13,49,8,1,2.0,0.0,1.0,
407,13,49,9,2,5.0,3.0,1.0,
409,05,05,1,2,6.0,0.0,2.0,12.0
409,05,05,3,2,1.0,0.0,1.0,12.0
409,05,05,4,2,6.0,0.0,2.0,12.0
409,05,05,8,1,2.0,0.0,1.0,
409,05,23,1,4,8.0,1.0,1.0,10.0
409,05,23,3,2,1.0,0.0,1.0,6.0
409,05,23,4,2,1.0,0.0,1.0,6.0
409,05,29,1,1,2.0,0.0,2.0,8.0
409,05,29,3,1,2.0,0.0,1.0,3.0
409,05,29,8,1,0.0,,2.0,
409,05,39,1,2,0.0,,1.0,10.0
409,05,39,3,2,0.0,,1.0,1.0
409,05,39,4,2,0.0,,1.0,1.0
409,05,41,1,1,0.0,,1.0,15.0
409,05,41,3,1,0.0,,1.0,15.0
409,05,41,4,2,0.0,,1.0,15.0
409,07,03,1,1,3.0,5.0,1.0,5.0
409,07,03,6,6,8.0,7.0,,10.0
409,07,03,8,6,5.0,0.0,,
409,07,05,1,1,2.0,6.0,1.0,10.0
409,07,05,4,2,0.0,,1.0,20.0
409,07,05,7,8,0.0,,,20.0
409,07,05,8,3,0.0,,,
409,07,13,1,1,2.0,5.0,1.0,4.0
409,07,13,6,8,7.0,2.0,1.0,1.0
409,07,13,8,8,7.0,2.0,1.0,
409,07,37,1,1,0.0,,1.0,10.0
409,09,11,1,1,2.0,3.0,1.0,7.0
409,09,15,1,1,5.0,3.0,1.0,10.0
409,09,15,3,2,0.0,,2.0,2.0
409,09,15,4,2,0.0,,1.0,0.0
409,11,09,1,1,8.0,0.0,1.0,7.0
409,11,09,4,2,8.0,0.0,1.0,32.0
409,11,09,6,2,8.0,0.0,2.0,5.0
409,11,09,8,2,8.0,0.0,2.0,
409,11,17,1,2,1.0,8.0,1.0,25.0
409,11,17,4,1,2.0,8.0,1.0,25.0
409,11,17,6,2,1.0,8.0,2.0,2.0
409,11,17,8,2,1.0,8.0,2.0,
409,11,23,1,1,2.0,8.0,2.0,5.0
409,11,23,3,1,2.0,8.0,2.0,4.0
409,11,23,8,3,0.0,,,
409,11,25,1,1,8.0,6.0,1.0,5.0
409,11,25,4,8,3.0,0.0,,5.0
409,11,25,6,2,8.0,0.0,2.0,2.0
409,11,31,1,1,8.0,5.0,1.0,2.0
409,11,31,3,1,8.0,0.0,1.0,3.0
409,11,31,4,1,8.0,0.0,1.0,19.0
409,11,31,5,8,2.0,0.0,2.0,9.0
409,11,33,1,2,3.0,0.0,1.0,2.5
409,11,33,3,1,2.0,0.0,2.0,2.5
409,13,05,4,2,1.0,0.0,1.0,15.0
409,13,05,6,8,2.0,1.0,1.0,15.0
409,13,05,8,2,1.0,0.0,1.0,
409,13,13,3,1,5.0,8.0,1.0,7.0
409,13,13,5,5,1.0,8.0,1.0,1.0
409,13,13,6,5,1.0,8.0,1.0,3.0
409,13,13,8,5,1.0,8.0,1.0,
409,13,19,1,1,6.0,2.0,1.0,5.0
409,13,21,1,2,1.0,3.0,1.0,4.0
409,13,21,6,2,1.0,3.0,1.0,1.0
409,13,21,7,2,1.0,3.0,2.0,10.0
409,13,21,8,2,1.0,7.0,1.0,
409,13,31,4,3,5.0,2.0,1.0,25.0
409,13,31,9,3,5.0,2.0,1.0,
409,13,39,1,1,6.0,2.0,1.0,5.0
409,15,17,1,1,2.0,3.0,1.0,3.0
409,15,17,4,1,2.0,0.0,1.0,0.0
409,15,17,6,2,7.0,8.0,2.0,0.0
409,15,17,8,8,7.0,6.0,,
409,17,01,1,1,3.0,7.0,1.0,2.0
409,17,01,4,1,2.0,5.0,1.0,2.0
409,17,01,6,2,7.0,8.0,1.0,2.0
409,17,01,8,2,3.0,7.0,1.0,
409,17,23,1,3,0.0,,,70.0
409,17,23,3,3,0.0,,,70.0
409,17,23,4,3,0.0,,,70.0
411,01,47,1,2,3.0,0.0,2.0,4.0
411,01,47,3,2,3.0,0.0,2.0,3.0
411,03,07,9,1,6.0,8.0,1.0,
411,03,27,9,5,8.0,6.0,,
411,03,31,1,1,2.0,3.0,1.0,36.0
411,03,31,3,1,2.0,5.0,2.0,16.0
411,03,31,4,1,2.0,5.0,2.0,16.0
411,03,31,7,1,2.0,5.0,1.0,0.0
411,05,13,1,2,3.0,1.0,1.0,7.0
411,05,13,4,2,6.0,7.0,1.0,0.0
411,05,13,6,2,7.0,6.0,1.0,0.0
411,05,13,7,2,5.0,0.0,2.0,0.0
411,05,13,8,2,5.0,8.0,2.0,
411,05,19,1,1,3.0,5.0,1.0,2.0
411,05,19,4,2,6.0,7.0,1.0,2.0
411,05,19,6,2,7.0,0.0,1.0,0.0
411,05,19,7,2,1.0,0.0,1.0,14.0
411,05,19,8,1,3.0,5.0,1.0,
411,05,21,1,1,3.0,5.0,1.0,4.5
411,05,21,3,1,3.0,5.0,1.0,0.0
411,05,21,4,2,6.0,7.0,1.0,0.0
411,05,21,6,2,7.0,0.0,1.0,0.0
411,05,21,7,2,1.0,0.0,1.0,0.0
411,05,21,8,1,3.0,5.0,1.0,
411,07,05,1,1,3.0,0.0,1.0,5.0
411,07,05,3,1,3.0,0.0,1.0,-1.0
411,07,05,4,1,3.0,0.0,1.0,-1.0
411,07,05,5,2,3.0,0.0,1.0,-1.0
411,07,05,6,2,0.0,,9.0,-1.0
411,07,09,1,1,2.0,3.0,2.0,3.0
411,07,09,3,2,1.0,0.0,2.0,3.0
411,07,09,4,2,0.0,,2.0,3.0
411,07,09,6,2,0.0,,2.0,1.0
411,07,09,7,2,0.0,,2.0,1.0
411,07,17,1,1,2.0,8.0,1.0,5.0
411,07,17,4,1,2.0,8.0,1.0,0.0
411,07,17,6,8,6.0,3.0,,0.0
411,07,17,8,8,3.0,2.0,1.0,
411,07,17,9,6,2.0,1.0,1.0,
411,07,31,1,8,2.0,1.0,2.0,12.0
411,07,31,2,8,2.0,1.0,2.0,10.0
411,07,31,3,8,2.0,1.0,2.0,10.0
411,07,31,4,8,2.0,1.0,1.0,1.0
411,07,31,5,8,2.0,1.0,1.0,1.0
411,07,31,6,8,2.0,1.0,1.0,1.0
411,07,31,7,8,2.0,1.0,1.0,1.0
411,07,31,8,8,2.0,1.0,1.0,
411,09,07,1,1,2.0,0.0,1.0,10.0
411,09,07,4,1,2.0,0.0,1.0,-1.0
411,09,07,6,1,2.0,0.0,1.0,-1.0
411,09,09,1,1,2.0,3.0,2.0,4.0
411,09,19,1,2,1.0,3.0,1.0,9.0
411,09,19,3,2,1.0,3.0,1.0,9.0
411,09,25,1,2,1.0,0.0,1.0,25.0
411,09,25,4,1,2.0,0.0,1.0,-1.0
411,09,31,1,1,2.0,7.0,1.0,15.0
411,09,31,4,1,2.0,7.0,1.0,0.0
411,09,31,6,1,2.0,7.0,1.0,0.0
411,09,39,1,2,1.0,0.0,1.0,20.0
411,09,39,8,2,1.0,0.0,1.0,
411,11,07,1,1,2.0,3.0,9.0,0.5
411,11,13,1,2,1.0,5.0,1.0,3.0
411,11,13,2,3,4.0,8.0,,3.0
411,11,13,3,6,2.0,7.0,1.0,2.0
411,11,13,4,6,2.0,1.0,1.0,1.0
411,11,13,6,5,6.0,8.0,,0.5
411,11,19,1,1,5.0,0.0,1.0,1.0
411,11,19,2,4,5.0,6.0,,7.0
411,11,19,3,4,1.0,0.0,1.0,8.0
411,11,19,4,4,6.0,1.0,2.0,1.0
411,11,19,6,7,0.0,,,-1.0
411,11,19,8,6,0.0,,,
411,13,07,1,1,2.0,6.0,1.0,1.4
411,13,07,3,6,8.0,1.0,1.0,20.0
411,13,07,4,6,8.0,1.0,1.0,20.0
411,13,07,5,8,2.0,6.0,1.0,-1.0
411,13,07,6,8,3.0,2.0,1.0,-1.0
411,13,07,7,1,8.0,0.0,1.0,-1.0
411,13,07,8,1,2.0,3.0,1.0,
411,13,09,1,1,2.0,8.0,2.0,3.0
411,13,09,3,8,6.0,2.0,9.0,-1.0
411,13,09,4,8,0.0,,,-1.0
411,13,09,6,8,0.0,,,-1.0
411,13,09,7,1,2.0,0.0,1.0,-1.0
411,13,09,8,8,0.0,,,
411,13,11,1,2,5.0,1.0,1.0,4.0
411,13,11,4,1,2.0,8.0,1.0,2.0
411,13,11,6,1,2.0,8.0,1.0,2.0
411,13,11,8,1,2.0,8.0,1.0,
411,13,11,9,6,2.0,0.0,2.0,
411,13,23,1,1,3.0,0.0,1.0,1.0
411,13,23,3,2,1.0,0.0,2.0,0.0
411,13,33,1,1,2.0,6.0,1.0,1.0
411,13,33,3,1,2.0,5.0,2.0,1.0
411,13,33,4,2,0.0,,9.0,-1.0
411,15,13,1,3,5.0,0.0,,6.0
411,15,13,6,3,5.0,0.0,,6.0
411,17,13,1,1,2.0,6.0,1.0,1.0
501,11,11,1,1,8.0,2.0,2.0,9.0
501,11,11,3,1,8.0,5.0,2.0,9.0
501,11,11,8,1,8.0,5.0,2.0,
501,11,13,1,9,2.0,6.0,1.0,8.0
501,11,13,2,8,2.0,1.0,2.0,7.0
501,11,13,7,2,3.0,8.0,2.0,1.0
501,11,13,8,2,3.0,8.0,2.0,
501,11,17,1,1,5.0,8.0,1.0,20.0
501,11,17,3,1,2.0,5.0,1.0,2.0
501,11,17,4,2,5.0,8.0,2.0,15.0
501,11,17,6,1,6.0,7.0,2.0,0.5
501,11,21,1,1,4.0,2.0,2.0,5.0
501,11,21,2,1,2.0,5.0,1.0,4.0
501,11,21,4,1,3.0,5.0,1.0,2.0
501,11,21,5,1,2.0,5.0,1.0,1.0
501,11,21,6,1,3.0,5.0,2.0,1.0
501,11,21,7,1,3.0,5.0,1.0,1.0
501,11,21,8,1,3.0,5.0,1.0,
501,11,23,1,4,6.0,2.0,1.0,3.0
501,11,23,2,4,6.0,2.0,2.0,15.0
501,11,23,4,1,6.0,3.0,1.0,1.0
501,11,23,8,1,3.0,5.0,2.0,
501,11,25,1,1,2.0,3.0,1.0,6.0
501,11,25,2,1,2.0,3.0,2.0,15.0
503,01,37,1,1,2.0,4.0,1.0,10.0
503,01,37,2,1,2.0,5.0,1.0,12.0
503,05,25,1,1,8.0,6.0,1.0,0.2
503,05,25,4,2,8.0,5.0,1.0,0.5
503,05,25,8,2,8.0,6.0,1.0,
503,07,07,1,2,6.0,4.0,2.0,22.0
503,07,07,3,2,0.0,,1.0,2.0
503,07,07,8,6,3.0,2.0,2.0,
503,07,11,1,6,0.0,,,10.0
503,07,11,3,2,0.0,,2.0,10.0
503,07,11,8,6,0.0,,,
503,07,15,1,6,0.0,,,4.0
503,07,15,6,6,3.0,8.0,,1.0
503,07,15,8,3,8.0,4.0,,
503,07,25,1,2,0.0,,2.0,1.0
503,07,25,4,2,0.0,,1.0,1.0
503,07,25,8,3,0.0,,,
503,07,31,1,6,2.0,4.0,2.0,3.0
503,07,31,4,2,0.0,,1.0,3.0
503,07,31,8,3,6.0,0.0,,
503,09,05,1,1,2.0,0.0,1.0,4.0
503,09,05,3,1,2.0,0.0,1.0,0.0
503,09,05,6,1,2.0,0.0,1.0,0.0
503,09,05,7,1,2.0,0.0,1.0,0.0
503,09,05,8,1,2.0,0.0,1.0,
503,09,07,1,2,1.0,3.0,1.0,6.0
503,09,07,4,2,0.0,,1.0,0.0
503,09,07,5,2,0.0,,1.0,0.0
503,09,07,6,2,0.0,,1.0,0.0
503,09,07,7,2,0.0,,1.0,0.0
503,09,07,8,2,0.0,,1.0,
503,09,11,1,2,1.0,0.0,1.0,3.0
503,09,11,3,2,0.0,,1.0,3.0
503,09,11,4,2,0.0,,1.0,0.0
503,09,11,7,2,0.0,,1.0,0.0
503,09,11,8,2,0.0,,1.0,
503,09,15,1,2,0.0,,1.0,12.0
503,09,15,3,2,0.0,,1.0,0.0
503,09,19,1,2,1.0,5.0,1.0,3.0
503,09,19,4,2,0.0,,1.0,0.0
503,09,19,5,2,0.0,,1.0,0.0
503,09,19,6,2,0.0,,1.0,0.0
503,09,19,7,2,0.0,,1.0,0.0
503,09,19,8,2,0.0,,1.0,
503,09,23,1,1,2.0,3.0,1.0,18.0
503,09,23,3,2,0.0,,2.0,0.0
503,09,29,1,2,0.0,,1.0,2.0
503,09,29,3,5,6.0,2.0,1.0,2.0
503,11,07,1,5,1.0,3.0,1.0,6.0
503,11,07,3,1,6.0,3.0,1.0,5.0
503,11,07,8,3,6.0,7.0,,
503,11,13,1,1,2.0,6.0,2.0,6.0
503,11,13,2,1,2.0,6.0,2.0,10.0
503,11,13,3,1,2.0,6.0,2.0,6.0
503,11,13,4,1,2.0,6.0,2.0,6.0
503,11,13,6,1,2.0,6.0,2.0,1.0
503,11,13,7,1,2.0,6.0,2.0,1.0
503,11,13,8,1,2.0,6.0,2.0,
503,11,19,1,3,4.0,8.0,,2.5
503,11,19,2,3,4.0,8.0,,2.5
503,11,19,3,3,4.0,8.0,,2.5
503,11,19,4,3,4.0,8.0,,1.0
503,11,19,8,3,4.0,8.0,,
503,11,19,9,3,4.0,0.0,,
503,11,23,1,3,5.0,1.0,2.0,10.0
503,11,23,2,5,2.0,1.0,2.0,10.0
503,11,23,7,8,5.0,1.0,1.0,2.0
503,11,23,8,3,5.0,1.0,1.0,
503,15,03,1,6,7.0,1.0,1.0,19.0
503,15,03,2,6,7.0,1.0,1.0,20.0
503,15,03,3,6,7.0,1.0,1.0,20.0
503,15,09,1,6,2.0,1.0,2.0,3.0
503,15,09,2,6,2.0,1.0,1.0,3.0
503,15,15,1,1,2.0,0.0,1.0,3.0
503,15,15,3,1,2.0,0.0,1.0,9.0
503,15,21,1,1,2.0,0.0,1.0,10.0
503,15,21,3,1,3.0,0.0,1.0,4.0
503,15,29,1,1,3.0,6.0,2.0,8.0
503,15,29,2,6,7.0,0.0,,3.0
503,15,35,1,1,2.0,0.0,1.0,10.0
503,15,35,3,2,1.0,0.0,2.0,10.0
503,15,35,4,2,1.0,0.0,2.0,25.0
503,15,39,3,1,3.0,2.0,1.0,0.3
503,15,39,4,1,3.0,8.0,1.0,0.3
503,17,15,1,2,3.0,0.0,2.0,3.0
503,17,15,3,2,3.0,0.0,2.0,1.0
503,17,15,4,2,3.0,0.0,2.0,1.0
503,17,15,8,2,3.0,0.0,2.0,
503,17,21,1,1,2.0,0.0,1.0,1.0
503,17,21,4,2,3.0,0.0,1.0,1.0
503,17,21,8,3,5.0,0.0,,
503,17,25,1,3,6.0,7.0,,3.0
503,17,25,4,3,6.0,7.0,,3.0
503,17,25,8,3,6.0,7.0,,
503,17,33,1,3,0.0,,,2.0
503,17,33,3,4,2.0,0.0,2.0,0.1
503,19,15,1,1,2.0,0.0,1.0,2.5
503,19,15,6,8,0.0,,,2.0
503,19,15,7,1,0.0,,1.0,2.0
503,19,15,8,3,0.0,,,
503,21,03,1,2,3.0,5.0,2.0,15.0
503,21,03,6,2,8.0,7.0,2.0,2.0
503,21,03,7,2,7.0,8.0,1.0,0.0
503,21,03,8,2,7.0,8.0,1.0,
503,21,21,1,1,5.0,6.0,1.0,9.0
503,21,21,6,8,2.0,7.0,2.0,0.0
503,21,21,7,8,2.0,5.0,2.0,0.0
503,21,21,8,6,2.0,7.0,2.0,
503,23,17,1,1,8.0,0.0,1.0,45.0
503,23,17,8,1,8.0,0.0,1.0,
503,25,05,1,1,3.0,4.0,1.0,7.0
503,25,05,2,1,2.0,0.0,1.0,5.0
503,25,05,3,1,0.0,,1.0,2.0
503,25,05,4,1,2.0,0.0,1.0,2.0
503,25,05,5,1,0.0,,1.0,1.0
503,25,05,6,1,2.0,0.0,1.0,1.0
503,25,05,7,1,3.0,0.0,1.0,2.0
503,25,05,8,1,2.0,0.0,1.0,
503,25,13,1,1,2.0,0.0,1.0,10.0
503,25,13,3,1,2.0,0.0,1.0,15.0
503,25,13,5,1,2.0,0.0,1.0,7.0
503,25,17,1,2,1.0,5.0,2.0,1.8
503,25,17,3,3,7.0,2.0,2.0,1.0
503,25,17,6,2,1.0,0.0,2.0,1.0
503,25,17,7,1,2.0,0.0,1.0,1.5
503,25,23,1,2,1.0,3.0,1.0,6.0
503,25,23,2,2,1.0,3.0,2.0,6.5
503,25,23,3,2,1.0,6.0,1.0,6.0
503,25,23,4,2,1.0,8.0,1.0,1.0
503,25,23,6,2,1.0,0.0,2.0,1.0
503,25,23,7,2,1.0,0.0,2.0,2.0
503,25,23,8,2,1.0,0.0,2.0,
503,25,27,1,2,0.0,,1.0,3.0
503,25,27,3,2,0.0,,1.0,3.0
503,25,27,4,2,0.0,,1.0,3.0
503,27,25,4,1,3.0,0.0,2.0,40.0
503,28,17,1,1,2.0,3.0,1.0,10.0
503,28,23,1,3,6.0,7.0,,1.0
503,28,23,4,3,6.0,7.0,,5.0
503,28,23,6,7,6.0,3.0,,1.0
503,28,23,7,1,6.0,4.0,1.0,1.0
503,28,23,8,3,6.0,8.0,,
503,28,29,1,1,2.0,4.0,1.0,15.0
503,28,33,3,3,2.0,0.0,1.0,6.0
503,28,33,4,1,3.0,0.0,1.0,7.0
503,28,33,6,3,5.0,0.0,,1.0
503,28,33,7,1,7.0,0.0,1.0,1.0
503,28,33,8,1,2.0,0.0,2.0,
503,29,09,1,1,0.0,,1.0,0.1
503,29,09,4,2,0.0,,1.0,0.1
505,01,15,1,1,0.0,,2.0,1.0
505,01,15,3,1,0.0,,2.0,5.0
505,01,15,4,1,0.0,,2.0,5.0
505,03,01,4,1,2.0,0.0,1.0,3.0
505,03,01,6,8,0.0,,,1.0
505,03,01,8,1,2.0,0.0,2.0,
505,05,05,1,1,0.0,,2.0,2.0
505,05,05,3,1,0.0,,1.0,3.0
505,05,09,1,1,2.0,8.0,1.0,8.0
505,05,09,6,1,2.0,8.0,1.0,0.5
505,05,09,8,1,2.0,8.0,1.0,
505,05,17,1,5,1.0,0.0,2.0,10.0
505,05,17,4,6,9.0,0.0,,14.0
505,05,17,8,3,0.0,,,
505,05,23,1,2,4.0,6.0,1.0,5.0
505,05,23,3,2,0.0,,1.0,0.1
505,05,23,4,6,0.0,,,1.0
505,05,27,1,6,8.0,1.0,1.0,3.0
505,05,27,6,6,0.0,,,1.0
505,05,35,1,2,1.0,0.0,1.0,15.0
505,05,35,4,2,1.0,0.0,1.0,15.0
505,05,41,1,1,2.0,0.0,2.0,6.0
505,05,47,1,6,2.0,1.0,1.0,25.0
505,05,47,3,2,1.0,6.0,1.0,25.0
505,05,47,6,2,1.0,6.0,1.0,0.0
505,05,47,8,2,1.0,6.0,1.0,
505,07,07,4,1,5.0,0.0,1.0,5.0
505,07,07,6,8,0.0,,,15.0
505,07,07,8,0,,,1.0,
505,09,05,1,1,8.0,0.0,1.0,6.0
505,09,05,4,1,0.0,,1.0,0.0
505,09,05,8,8,0.0,,,
505,09,11,1,2,1.0,0.0,1.0,15.0
505,09,11,3,6,0.0,,,10.0
505,09,11,4,2,0.0,,1.0,2.0
505,09,11,8,2,0.0,,1.0,
505,09,15,1,1,0.0,,1.0,6.0
505,09,15,4,1,0.0,,1.0,5.0
505,09,19,1,3,4.0,9.0,,12.0
505,09,19,4,3,4.0,9.0,,12.0
505,09,19,8,3,4.0,9.0,,
505,09,25,1,9,2.0,0.0,1.0,-1.0
505,09,25,3,2,3.0,5.0,1.0,18.0
505,09,33,1,2,8.0,0.0,1.0,2.0
505,09,33,3,2,8.0,0.0,1.0,1.5
505,09,33,6,2,8.0,0.0,1.0,0.5
505,09,33,8,2,8.0,0.0,1.0,
505,09,37,1,0,,,1.0,17.0
505,09,37,4,1,0.0,,1.0,0.0
505,09,37,8,8,0.0,,,
505,11,03,1,5,3.0,0.0,,24.0
505,11,03,3,9,5.0,8.0,,8.0
505,11,03,7,8,5.0,0.0,,1.0
505,11,03,8,9,5.0,0.0,,
505,13,05,1,1,2.0,3.0,1.0,7.0
505,13,05,3,1,2.0,0.0,1.0,3.0
505,13,05,4,1,2.0,0.0,1.0,3.0
505,13,05,6,8,0.0,,,2.0
505,13,05,7,8,0.0,,,2.0
505,13,05,8,8,0.0,,,
505,13,15,1,1,2.0,5.0,1.0,28.0
505,13,15,4,1,0.0,,1.0,0.0
505,13,15,6,5,8.0,0.0,,0.0
505,13,15,8,5,8.0,0.0,,
505,15,07,1,1,2.0,3.0,1.0,16.0
505,15,07,3,1,2.0,3.0,1.0,12.0
505,15,07,4,1,2.0,6.0,1.0,25.0
505,15,17,1,1,2.0,4.0,2.0,5.0
505,15,17,3,2,3.0,5.0,2.0,0.5
505,15,21,1,1,0.0,,1.0,5.0
505,15,21,3,1,0.0,,1.0,5.0
505,15,21,6,1,0.0,,1.0,1.0
505,15,25,1,1,2.0,0.0,1.0,15.0
505,15,25,6,8,0.0,,,0.0
505,15,27,1,3,0.0,,,2.0
505,15,27,4,2,0.0,,1.0,2.0
505,15,27,6,8,0.0,,,0.0
505,15,27,8,8,0.0,,,
505,15,31,1,1,0.0,,2.0,6.0
505,15,31,3,2,0.0,,2.0,4.0
505,15,31,4,2,0.0,,2.0,4.0
505,15,31,6,1,0.0,,2.0,0.5
505,15,31,8,8,0.0,,,
505,17,05,1,2,6.0,0.0,2.0,3.0
505,17,05,3,2,6.0,0.0,2.0,3.0
505,17,11,1,1,2.0,3.0,2.0,15.0
505,17,11,4,1,2.0,3.0,1.0,8.0
505,17,11,5,1,2.0,3.0,1.0,1.0
505,17,11,6,1,2.0,3.0,1.0,0.0
505,17,11,8,1,2.0,3.0,1.0,
505,17,15,1,1,2.0,0.0,1.0,10.0
505,17,15,6,8,0.0,,,1.0
505,17,15,8,8,0.0,,,
505,17,23,1,1,2.0,0.0,1.0,4.0
505,17,23,8,8,0.0,,,
505,21,03,1,1,2.0,0.0,2.0,15.0
505,21,03,3,2,6.0,0.0,1.0,15.0
505,21,03,4,2,8.0,0.0,1.0,1.0
505,21,03,6,2,3.0,0.0,2.0,1.0
505,21,03,8,2,8.0,0.0,1.0,
505,21,09,1,2,3.0,5.0,2.0,15.0
505,21,09,4,2,3.0,5.0,2.0,7.0
505,21,09,6,2,3.0,5.0,2.0,5.0
505,21,09,7,2,3.0,5.0,2.0,5.0
505,21,09,8,2,3.0,5.0,2.0,
505,21,13,1,2,9.0,0.0,1.0,5.0
505,21,13,3,2,9.0,0.0,1.0,5.0
505,21,13,4,2,9.0,0.0,1.0,5.0
505,21,19,1,1,2.0,4.0,1.0,5.0
505,21,19,2,4,1.0,0.0,1.0,20.0
505,21,19,3,2,1.0,6.0,1.0,5.0
505,21,19,4,1,2.0,3.0,1.0,5.0
505,21,23,1,2,3.0,1.0,1.0,8.0
505,21,23,3,1,2.0,3.0,1.0,2.0
505,21,23,4,1,2.0,0.0,1.0,2.0
505,21,23,8,1,2.0,3.0,1.0,
505,21,25,1,1,2.0,0.0,2.0,2.0
